"texteid","txt","zeitstempel"
12173,"Central Unit - University Library, Acquisition and Indexing Department, Cataloguing and Indexing",2014-04-01 10:15:11.583
11700,"Central Unit - University Library, Acquisition and Indexing Department, Cataloguing and Indexing, Team A",2014-04-01 10:15:10.320
8798,"Central Unit - University Library, Acquisition and Indexing Department, Cataloguing and Indexing, Team B",2014-04-01 10:14:59.746
8928,"Central Unit - University Library, Acquisition and Indexing Department, Cataloguing and Indexing, Team C",2014-04-01 10:15:00.214
9462,"Central Unit - University Library, Acquisition and Indexing Department, Cataloguing and Indexing, Team D",2014-04-01 10:15:02.170
8186,Molecular Genetics,2021-01-08 04:34:59.156
22288,M5-1 Orders of Gender I (3 CP),2019-07-23 15:00:07.596
22289,"M2-2 Introduction Gender 2 (4 CP, + 2 CP with module exam)",2019-07-23 15:00:08.590
22290,"2.3 Advanced studies on didactics and assessment (exercise)",2019-07-23 15:00:08.787
22291,Modul 8/8a: Foundations of assessment,2019-07-23 15:00:11.542
22292,Modul 1/1a: Foundations of special and inclusive education,2019-07-23 15:00:11.603
22293,"Modul 1/2/2a/2b: Subject specialism, including didactics - specialisms I, II/IIa and IIb",2019-07-23 15:00:12.245
22294,Module 6 Interventions (module exam not possible),2019-07-23 15:00:13.288
22295,B.A. Gender Studies (Subsidiary Subject),2019-07-23 15:00:13.524
22296,M5b-1 The Political Economy of Gender (3 CP),2019-07-23 15:00:16.228
22297,"9.2 practice of consultation (seminar)",2019-07-23 15:00:17.603
22298,Modul 3: German Sign Language (DGS) basic module,2019-07-23 15:00:20.179
22299,"1.3 Introduction to deaf studies (lecture)",2019-07-23 15:00:20.468
22300,"2.2 Acquisition of spoken, written and sign language in the context of hearing impairment) (seminar)",2019-07-23 15:00:20.558
22301,"4.2 German Sign Language II (language course)",2019-07-23 15:00:20.906
22302,M3-2 Norms in Contexts (3 CP),2019-07-23 15:00:21.751
22303,"Module 4 Medializations (2 x 4 CP, + 4 CP with module exam)",2019-07-23 15:00:21.825
22304,Module 4: Interdependencies,2019-07-23 15:00:22.122
22305,"1.3/1a.3 Introduction in inclusive teaching practices (lecture)",2019-07-23 15:00:22.743
22306,"2.1 Foundations of development and learning (lecture)",2019-07-23 15:00:22.851
22307,"1.2/1a.2 Advanced studies on special and inclusive education (seminar)",2019-07-23 15:00:22.899
22308,M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP),2019-07-23 15:00:22.991
22309,Center for Transdisciplinary Gender Studies,2019-07-23 15:00:24.536
22310,Modul 4: Inclusive school development and classroom-based research,2019-07-23 15:00:25.167
22311,"Modul 2: Subject Specialism, including didactics - Hearing and communication",2019-07-23 15:00:25.339
22312,"Modul 1: Subject Specialism, including didactics - Sign language education",2019-07-23 15:00:25.666
22313,Vocational Qualification Courses,2019-07-23 15:00:38.920
22314,Museum of Natural History,2019-07-23 15:00:41.211
22315,"1.3/2.3/2a.3/2b.3 Advanced studies on didactical and diagnostic concepts the specific area of special education (exercise)",2019-07-23 15:00:42.160
22316,M1-3 Introduction to Transdisciplinary Gender Studies (3 CP),2019-07-23 15:00:43.302
22317,"M1-2 Tutorial: How to Conduct Research (or Reading Courses, Student Projects, Tutorials) (2 CP)",2019-07-23 15:00:45.520
24625,Planing of Support and Advisory Boarding for hard of hearing people,2021-06-08 22:27:53.537
24764,Acquisition of written language on hindered conditions,2021-07-22 13:49:42.310
22320,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; without MAP),2019-07-23 15:00:50.771
25181,History of Christianity: An Overview (MRC-BM3),2021-11-05 11:38:43.580
25186,Recent Ethical Theories,2021-11-05 14:45:53.584
22323,Module 8: Free Choice Module,2019-07-23 15:00:53.608
22324,Module 4 Interdependencies,2019-07-23 15:00:54.148
25322,Diagnostics in processes of vocational education and training,2021-12-06 13:42:35.264
25323,Adaptive environments for teaching and learning in vocational education and training,2021-12-06 13:42:38.269
22327,M4-1 Techniques of Mediation (3 CP),2019-07-23 15:00:54.555
22328,Module 1 Gender Studies/Transdisciplinarity,2019-07-23 15:00:54.608
22329,Module 3 Gender II,2019-07-23 15:00:54.740
25324,Extensive teaching-and-learning arrangements and environments,2021-12-06 13:42:39.310
22331,Vocational Qualification Courses,2019-07-23 15:00:55.582
25325,Economic Rationality and Social Responsibility,2021-12-06 13:42:40.366
22333,Research Colloquium Doctoral Candidates,2019-07-23 15:00:58.927
22334,"M2-1 Introduction Gender 1 (4 CP, + 2 CP with module exam)",2019-07-23 15:01:00.755
22335,ERASMUS-Courses,2019-07-23 15:01:00.892
22336,M2-2 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; without MAP),2019-07-23 15:01:00.984
22337,"Module 6 Interventions (2 x 4 CP, + 4 CP with module exam)",2019-07-23 15:01:01.252
22338,Modul 2: Communication and language education,2019-07-23 15:01:02.780
22339,"Module 1 Interdependencies (2 x 4 CP, no module exam)",2019-07-23 15:01:02.938
25326,Quality of vocational learning environments,2021-12-06 13:42:42.818
25408,Basics of the Didactics of physically handicapped people,2022-01-04 10:05:11.221
23406,"Faculty of Humanities, Department of Philosophy, Feminist Philosophy",2020-06-16 04:35:23.202
22343,M2-3 Deepening Understanding of Gender I or II (SP: 3 LV; 1 MAP),2019-07-23 15:01:06.248
22344,Modul 7/7a: Educational foundations of the subject specialism,2019-07-23 15:01:06.580
22346,Modules Field of Study Special Education,2019-07-23 15:01:08.650
22347,Module 1: Gender Studies/Transdisciplinarity,2019-07-23 15:01:08.330
22348,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2019-07-23 15:01:08.787
22350,M4-2 Interdependencies Gender II (3 CP; without MAP),2019-07-23 15:01:09.637
22351,M5-1 Orders of Gender I (3 CP),2019-07-23 15:01:10.553
22352,"6.4 Sociological aspects of hearing impairment (seminar)",2019-07-23 15:01:10.742
22353,"6.3 Introduction to ""hearing-impairment studies"" (seminar)",2019-07-23 15:01:11.513
22354,Module 6: Interventions,2019-07-23 15:01:11.628
22355,Module 5 Interventions (module exam possible),2019-07-23 15:01:11.822
22356,M5-2 Orders of Gender II (3 CP),2019-07-23 15:01:13.671
23061,Processes in Soil Systems,2020-02-19 13:25:56.480
24182,Fit for your thesis,2021-01-15 11:57:41.422
24102,Public finance law,2020-12-16 14:07:00.668
23405,Information Science,2020-06-16 04:35:23.196
23408,Feminist Philosophy,2020-06-16 04:35:23.216
23409,Social Philosophy / Critical Theory,2020-06-16 04:35:23.221
22414,Is that true at all? Replicating findings on education with international and national school assessment studies,2019-07-25 14:48:05.710
23062,Soil Biology,2020-02-19 13:35:27.916
24626,Speech support for hard of hearing children and joung people from migranten families,2021-06-08 22:43:50.286
22357,General Palaeontology,2019-07-24 08:35:32.952
22358,Palaeoecology,2019-07-24 08:39:29.331
22359,Systematic Palaeobiology [MFN 9],2019-07-24 08:43:33.830
22360,Molecular Biology of Parasites [MP 2],2019-07-24 08:53:52.400
22361,Molecular Aspects of Selected Parasitic Diseases,2019-07-24 09:05:48.126
22362,Molecular Aspects of Selected Parasitic Diseases in Humans and Animals,2019-07-24 09:09:21.901
22363,Molecular Microbiology,2019-07-24 10:00:34.525
22364,Molecular Microbiology,2019-07-24 10:05:35.463
22365,Methods in Molecular Microbiology,2019-07-24 10:09:00.666
22366,Molecular Cell Biology,2019-07-24 10:19:03.631
22367,Current problems of molecular  cell biologie,2019-07-24 10:22:17.189
22368,Molecular Biology of the cell,2019-07-24 10:26:53.622
22369,Molecular biology of the cell,2019-07-24 10:29:58.160
22370,Behavior and its neuronal basis,2019-07-24 10:33:13.191
22371,Behavior and its neuronal basis,2019-07-24 10:37:28.596
22372,Behavior and its neuronal basis,2019-07-24 10:44:42.275
22373,Introduction to Biophysics,2019-07-24 13:21:22.770
24765,AAC in practical settings,2021-07-22 15:46:28.439
25183,"Introduction to Political Ethics (GS/HS - H241, 440/441/641; BA[V4a/b]ST; MEd D; MRC-V3a)",2021-11-05 14:16:09.774
25327,Anime: Local and global perspectives on Japanese animation film,2021-12-07 10:59:05.525
25409,Heterogeneity in School and Instruction,2022-01-04 18:49:52.309
25410,The Statistical Software SPSS,2022-01-04 18:49:53.639
15955,"Faculty of Law, Privat Law, Contemporary and Economic Legal History",2021-01-08 04:34:58.688
10621,"Faculty of Law, Civil Law, Right of the Information Society",2021-01-08 04:34:58.675
24103,Modern Chinese 2,2020-12-16 14:14:43.220
10472,"Faculty of Humanities and Social Sciences, Department of Rehabilitation Sciences, Pedagogy for Impairments of  the Visually",2021-01-08 04:34:58.792
11471,"Faculty of Humanities and Social Sciences, Department of Social Sciences, Political Sociology and Social Policy",2021-01-08 04:34:58.667
11582,"Faculty of Humanities and Social Sciences, Department of Sports Sciences, Physical Education",2021-01-08 04:34:58.671
12202,"Central Unit - University Library, Branch Libraries, Electronic Publishing",2014-04-01 10:15:11.675
11453,"Central Unit - University Library, Acquisition and Indexing Department, Editorial Staff",2014-04-01 10:15:09.184
11904,"Central Unit - University Library, Historic Libraries",2014-04-01 10:15:10.704
22375,MA Central Asian Studies,2019-07-25 13:33:34.604
11840,"Central Unit - University Library, Historic Libraries, Archive",2014-04-01 10:15:10.495
8366,"Central Unit - University Library, Historic Libraries, Historic Book Inventory Balance",2014-04-01 10:14:58.152
9901,"Central Unit - University Library, Branch Libraries",2014-04-01 10:15:03.814
8272,"Central Unit - University Library, Branch Libraries, Asian and African Studies Library",2014-04-01 10:14:57.752
11277,"Central Unit - University Library, Branch Libraries, Asian and African Studies Library, Centre for Japanese Studies Library",2014-04-01 10:15:08.578
9101,"Central Unit - University Library, Branch Libraries, Campus North",2014-04-01 10:15:00.883
9721,"Central Unit - University Library, Branch Libraries, Foreign Languages Library",2014-04-01 10:15:03.209
9847,"Central Unit - University Library, Branch Libraries, German Studies Library",2014-04-01 10:15:03.634
12062,"Central Unit - University Library, Branch Libraries, Classical Archaeology Library",2014-04-01 10:15:11.218
10208,"Central Unit - University Library, Branch Libraries, Musicology Library",2014-04-01 10:15:04.830
12082,"Central Unit - University Library, Branch Libraries, Natural Sciences Library",2014-04-01 10:15:11.283
11384,"Central Unit - University Library, Branch Libraries, Law School Library",2014-04-01 10:15:08.949
9147,"Central Unit - University Library, Branch Libraries, Theology Library",2014-04-01 10:15:01.420
4087,"Central Unit - Computer and Media Service, Administration",2010-11-11 12:14:38.717
20146,"Central Unit - Computer and Media Service, Campus Card",2018-03-14 04:34:24.851
11771,"Central Unit - Computer and Media Service, Data Processing and Administration",2014-04-01 10:15:10.267
10339,"Central Unit - Computer and Media Service, Digital Media",2015-01-07 04:32:27.844
9439,"Central Unit - Computer and Media Service, Hardware and Software Services",2014-04-01 10:15:02.820
10404,"Central Unit - Computer and Media Service, Hardware and Software Services, Hardware Service",2014-04-01 10:15:05.487
8480,"Central Unit - Computer and Media Service, Hardware and Software Services, User Advisory Centre",2014-04-01 10:14:58.593
11684,"Central Unit - Computer and Media Service, Hardware and Software Services, Central Computer Workstations",2014-04-01 10:15:09.980
9605,"Central Unit - Computer and Media Service, Hardware and Software Services, Software Service",2014-04-01 10:15:02.812
12239,"Central Unit - Computer and Media Service, Operating Systems and Communication",2014-04-01 10:15:11.792
21068,"Berlin Institute for Islamic Theology, Sections / Chairs",2018-09-18 04:34:13.127
21231,"Institute for Catholic Theology, Sections / Chairs",2018-12-05 04:34:24.653
8936,Physical Education,2021-01-08 04:34:58.673
22411,Scientific English for Publications and Presentations [MB-A54 - 10SP],2019-07-25 13:35:21.436
8790,Political Sociology and Social Policy,2021-01-08 04:34:58.669
22793,Education in the data space,2019-12-10 11:36:12.910
9128,"Civil Law, Right of the Information Society",2021-01-08 04:34:58.677
23410,Culture and Lifstyles in Migration Societies,2020-06-16 04:35:23.228
15948,"Privat Law, Contemporary and Economic Legal History",2021-01-08 04:34:58.690
23063,Structure and Function of the Vertebrates,2020-02-21 01:26:22.728
24627,Social media management in the practice of SMEs,2021-07-21 10:25:33.667
24766,Speech support for hard of hearing children and joung people from migranten families,2021-07-22 15:51:16.109
9493,Mathematical Physics: Mathematical Aspects of Quantum Field and String Theory,2020-12-01 04:34:43.923
25184,"Ethics: Basic Course (GS - H 140/141/142/143, BA[B]ST, BAGS 4; WbSt; BM 4)",2021-11-05 14:20:09.188
25328,Media Worlds in Heisei and Reiwa Japan,2021-12-07 11:28:49.535
23605,"Introduction to botany,",2020-08-19 14:09:09.826
23411,Professional behavior in institutions for the hearing impaired,2020-06-18 14:38:19.967
23546,Order for the Masses: The Evolution of Compulsory Schooling in Western Modernity,2020-06-25 12:24:19.677
24007,Wisdom for Life &#8211; The Book of Ben Sira,2020-11-17 09:44:18.290
23540,Statistics and Methods of Research - Lecture,2020-07-07 13:45:52.594
23545,History of Education and Schooling in Berlin,2020-06-29 13:24:46.952
23543,Introduction to Historical Research in Education,2020-06-29 15:09:26.141
23551,Material Culture from an Educational and Learning-Theoretical Point of View,2020-06-24 13:18:12.498
25411,India as Hindu India? The current debate on identity under the BJP government,2022-01-10 11:58:47.203
15979,"Faculty of Economics and Business Administration, Volkswirtschaftslehre - Weltwirtschaft (S)",2016-03-22 04:32:45.542
20145,Special personnel matters,2018-03-14 04:34:24.796
8153,"Referat VD - Arbeits-, Brand- und Umweltschutz",2014-04-01 10:14:57.108
22792,"Europeanisation of education: evolution, challenges and consequences of European educational processes",2019-12-10 13:23:09.995
22790,"Educational transfer, reference societies and PISA: The example of Peoples&#8217; Republic of China",2019-12-16 10:47:58.177
11855,Sachgebiet VD 1: Arbeits- und Gesundheitsschutz,2014-04-01 10:15:10.542
10476,Sachgebiet VD 3 - Umweltschutz,2014-04-01 10:15:05.724
22831,Sachgebiet VD 5 - Tierschutz,2020-02-08 04:35:15.820
20382,ERP process,2018-07-17 04:34:01.527
8176,Dean,2014-04-01 10:14:57.227
9435,"Civil Law, Intellectual Property Law and Copyright, International Private Law and Comparative Law",2021-01-08 04:34:58.443
11491,Deputy Dean for studies and teachings,2014-04-01 10:15:09.331
10971,Head of Department,2014-04-01 10:15:07.352
8065,Head of Department,2014-04-01 10:14:56.557
24183,Authority and Generations. On the History of Education in Germany after 1945,2021-01-15 15:21:35.770
11336,Systematik Botany and Biodiversity,2021-01-08 04:34:58.427
13046,Comparative Zoology,2021-01-08 04:34:59.600
11657,Dean,2014-04-01 10:15:09.889
8564,Deputy Dean for teachings and studies,2014-04-01 10:14:58.910
